# RESUMO ESTATÍSTICO - COMPARAÇÃO DE TREINAMENTOS
##################################################
# Arquivo: training_data.json
# Robot: robot_stage4
# Algorithm: TD3
# Environment: todos_alternados
# Data: 2025-11-27T10:20:18.673579
##################################################
# QUADRO DE RESUMO POR TIPO DE PISTA
Métrica,PR,PBA,PG,PRB,PRD,PRA,MÉDIA
Total Episódios,831,832,832,831,831,832,
Melhor Distancia,7.956,9.011,7.762,8.21,7.743,4.6,
Maior Recompensa,3989.755,4790.87,4063.704,4108.724,3026.948,3642.044,
Menor Distância,-1.235,-1.214,-1.496,-1.322,-1.425,-1.288,
Média recompensa,443.672,433.445,476.893,430.762,234.29,328.199,391.21
Média Distância,1.334,1.332,1.415,1.336,1.23,0.396,1.174
Episodios de sucesso,0,1,0,0,0,0,
Percentual de Sucessos,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Total de Passos,99835,101298,116110,103621,72945,124593,
Total tempo (s),3327.833,3376.6,3870.333,3454.033,2431.5,4153.1,
Primeiro episódio de Sucesso,0,4903,0,0,0,0,
Soma passos até Primeiro Sucesso,0,97206,0,0,0,0,
Tempo do Primeiro Sucesso (s),0,14.967,0,0,0,0,
Número do Episódio mais rápido >9m,0,4903,0,0,0,0,
Melhor Tempo do Percurso (9m) (s),0,14.967,0,0,0,0,
% Sucessos depois de 9m,0.00%,6.70%,0.00%,0.00%,0.00%,0.00%,6.70%
##################################################
# DADOS DETALHADOS DOS EPISÓDIOS
Pista,episodio,distancia,tempo,recompensa,passos,successos,imu_x,imu_y,imu_z,roll_deg,pitch_deg,yaw_deg,imu_average_x_vel,imu_average_y_vel,imu_average_z_vel,roll_vel_deg,pitch_vel_deg,yaw_vel_deg,imu_x_vel,imu_y_vel,imu_z_vel,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel
PRB,4336,1.732,3.167,659.018,95,0,1.882,0.330,0.875,10.708,28.505,63.554,0.596,0.099,-0.027,-14.894,34.249,-22.115,0.798,0.432,-0.509,0.187,0.498,1.109,-0.260,0.598,-0.386
PRD,4337,3.950,6.800,1682.107,204,0,4.100,0.245,-0.056,7.506,-59.448,-26.792,0.621,0.034,-0.161,-46.983,-192.162,-32.571,-1.747,0.314,-2.231,0.131,-1.038,-0.468,-0.820,-3.354,-0.568
PR,4338,5.239,14.967,2333.951,449,0,5.389,0.037,0.485,63.994,68.249,65.361,0.371,0.007,-0.035,-16.889,132.544,-82.948,1.296,-0.676,-1.521,1.117,1.191,1.141,-0.295,2.313,-1.448
PBA,4339,2.519,4.867,1040.571,146,0,2.669,-0.004,0.804,21.604,38.122,60.453,0.559,-0.010,-0.039,-31.464,54.649,-14.348,1.054,0.233,-0.623,0.377,0.665,1.055,-0.549,0.954,-0.250
PG,4340,5.626,8.300,2211.981,249,0,5.776,-0.183,0.518,53.454,73.522,67.309,0.713,-0.009,-0.071,110.725,151.530,172.538,0.922,0.208,-1.461,0.933,1.283,1.175,1.933,2.645,3.011
PRA,4341,-0.122,4.900,456.397,147,0,0.028,-0.001,0.943,-53.285,-65.046,62.276,-0.023,-0.007,-0.013,55.283,-139.933,-130.575,-1.216,0.627,-0.739,-0.930,-1.135,1.087,0.965,-2.442,-2.279
PRB,4342,1.685,2.833,634.454,85,0,1.835,0.512,0.873,8.834,25.900,60.118,0.655,0.162,-0.015,-23.283,24.841,-76.641,0.869,0.814,-0.291,0.154,0.452,1.049,-0.406,0.434,-1.338
PRD,4343,2.960,3.567,867.241,107,0,3.110,0.184,0.361,47.947,58.303,60.609,0.885,0.046,-0.159,-28.536,106.411,19.363,1.264,0.171,-1.250,0.837,1.018,1.058,-0.498,1.857,0.338
PR,4344,3.974,10.533,2016.407,316,0,4.124,-0.584,0.492,7.299,-66.456,-2.620,0.400,-0.048,-0.057,10.548,-223.040,5.181,-1.616,-0.760,-2.800,0.127,-1.160,-0.046,0.184,-3.893,0.090
PBA,4345,1.202,2.167,443.945,65,0,1.352,-0.134,0.909,5.622,19.997,60.726,0.616,-0.084,0.014,16.529,55.943,-33.020,0.905,0.379,-0.153,0.098,0.349,1.060,0.288,0.976,-0.576
PG,4346,4.601,15.000,2676.459,450,0,4.751,-0.563,0.725,11.518,48.783,16.227,0.326,-0.030,-0.029,0.275,1.222,0.215,0.011,-0.003,-0.013,0.201,0.851,0.283,0.005,0.021,0.004
PRA,4347,0.737,3.633,327.586,109,0,0.887,0.393,0.530,-93.086,19.901,-48.017,0.252,0.127,-0.095,-132.585,-79.162,-6.928,-0.540,1.124,-1.616,-1.625,0.347,-0.838,-2.314,-1.382,-0.121
PRB,4348,3.744,9.067,1987.985,272,0,3.894,0.191,0.495,-24.081,-56.411,27.931,0.443,0.027,-0.071,13.917,-221.740,15.889,-1.778,-0.524,-2.486,-0.420,-0.985,0.487,0.243,-3.870,0.277
PRD,4349,5.857,7.167,2028.697,215,0,6.007,-0.276,-0.184,77.546,83.673,66.461,0.868,-0.041,-0.149,-14.604,121.773,-59.481,1.434,-0.530,-1.425,1.353,1.460,1.160,-0.255,2.125,-1.038
PR,4350,1.005,3.133,31.119,94,0,1.155,-0.506,0.829,69.152,44.041,63.492,0.335,-0.156,-0.023,67.537,64.102,194.326,0.157,0.420,-0.445,1.207,0.769,1.108,1.179,1.119,3.392
PBA,4351,6.304,13.267,3102.212,398,0,6.454,-0.840,0.557,-59.093,84.372,-84.002,0.506,-0.055,-0.034,-26.585,121.323,-7.020,0.971,0.253,-1.152,-1.031,1.473,-1.466,-0.464,2.117,-0.123
PG,4352,4.418,15.000,2497.549,450,0,4.568,-0.701,0.768,9.774,38.447,17.499,0.306,-0.043,-0.026,-1.008,1.979,0.743,0.028,0.015,-0.016,0.171,0.671,0.305,-0.018,0.035,0.013
PRA,4353,-0.096,3.700,192.265,111,0,0.054,-1.005,0.819,93.807,-70.616,-69.579,-0.013,-0.287,-0.078,181.415,-50.049,-76.491,-1.076,-1.703,-1.680,1.637,-1.232,-1.214,3.166,-0.874,-1.335
PRB,4354,3.079,7.233,1187.029,217,0,3.229,-1.268,0.547,53.759,29.415,60.494,0.459,-0.201,-0.051,220.667,94.165,60.045,1.072,-1.128,-1.543,0.938,0.513,1.056,3.851,1.643,1.048
PRD,4355,2.143,3.067,746.144,92,0,2.293,0.450,0.535,18.464,41.153,61.564,0.771,0.125,-0.122,-40.507,70.119,-14.830,0.778,0.294,-0.505,0.322,0.718,1.074,-0.707,1.224,-0.259
PR,4356,1.472,3.600,656.360,108,0,1.622,0.556,0.885,5.110,31.491,60.465,0.448,0.130,-0.012,61.655,-54.819,-4.067,-0.057,0.414,0.652,0.089,0.550,1.055,1.076,-0.957,-0.071
PBA,4357,3.414,10.133,1724.568,304,0,3.564,0.281,0.482,-6.925,-66.467,2.678,0.358,0.035,-0.060,-25.224,-212.259,2.666,-1.752,0.174,-2.617,-0.121,-1.160,0.047,-0.440,-3.705,0.047
PG,4358,4.299,6.167,1845.137,185,0,4.449,-0.292,0.653,40.181,64.910,62.683,0.742,-0.053,-0.055,-19.477,62.654,5.471,0.512,0.103,-0.490,0.701,1.133,1.094,-0.340,1.094,0.095
PRA,4359,-0.310,5.000,111.906,150,0,-0.160,-0.519,0.727,-100.208,-69.729,69.986,-0.066,-0.096,-0.037,-55.519,-135.888,9.733,-1.585,0.029,-1.920,-1.749,-1.217,1.221,-0.969,-2.372,0.170
PRB,4360,6.326,11.233,2829.803,337,0,6.476,0.209,0.505,-52.800,76.219,-76.167,0.591,0.029,-0.046,-18.960,151.529,-51.370,1.348,-0.163,-1.406,-0.922,1.330,-1.329,-0.331,2.645,-0.897
PRD,4361,2.231,3.067,875.144,92,0,2.381,0.356,0.619,14.488,28.255,61.737,0.779,0.101,-0.114,11.213,34.754,60.864,1.215,0.003,-0.791,0.253,0.493,1.078,0.196,0.607,1.062
PR,4362,2.195,4.167,1110.432,125,0,2.345,0.256,0.843,18.326,32.472,60.730,0.579,0.049,-0.018,-56.586,26.476,-1.449,0.394,0.901,-0.267,0.320,0.567,1.060,-0.988,0.462,-0.025
PBA,4363,5.295,11.433,2440.430,343,0,5.445,-0.396,0.755,30.139,57.832,60.041,0.495,-0.037,-0.028,-10.966,12.377,-66.709,0.759,-0.036,-0.129,0.526,1.009,1.048,-0.191,0.216,-1.164
PG,4364,5.046,13.100,2174.068,393,0,5.196,-0.198,0.651,37.404,60.525,61.219,0.404,-0.009,-0.040,-4.938,56.793,5.438,0.643,0.154,-0.556,0.653,1.056,1.068,-0.086,0.991,0.095
PRA,4365,1.763,11.300,1939.243,339,0,1.913,-1.191,0.691,-63.040,-67.877,68.925,0.174,-0.110,-0.034,179.818,-241.850,-104.425,-0.857,-0.144,-2.818,-1.100,-1.185,1.203,3.138,-4.221,-1.823
PRB,4366,4.776,9.900,2014.859,297,0,4.926,0.101,0.674,39.890,51.756,66.693,0.508,0.007,-0.031,9.504,173.060,-15.850,0.561,-0.183,-0.800,0.696,0.903,1.164,0.166,3.020,-0.277
PRD,4367,3.736,4.433,1278.473,133,0,3.886,0.373,0.388,21.241,32.968,60.458,0.904,0.087,-0.123,10.260,-22.990,-68.399,1.096,0.326,0.131,0.371,0.575,1.055,0.179,-0.401,-1.194
PR,4368,3.759,7.433,2034.686,223,0,3.909,0.281,0.516,-72.977,-19.986,64.954,0.544,0.030,-0.066,-41.723,-190.529,88.014,-1.296,-0.750,-2.041,-1.274,-0.349,1.134,-0.728,-3.325,1.536
PBA,4369,4.635,8.800,2050.515,264,0,4.785,-0.543,0.485,-158.264,88.218,-163.459,0.561,-0.048,-0.060,32.864,158.305,3.949,0.944,-0.198,-1.600,-2.762,1.540,-2.853,0.574,2.763,0.069
PG,4370,4.177,8.500,1740.603,255,0,4.327,-0.323,0.617,42.556,58.455,65.381,0.522,-0.032,-0.055,21.933,146.485,-57.048,0.672,0.365,-1.045,0.743,1.020,1.141,0.383,2.557,-0.996
PRA,4371,0.576,9.033,744.354,271,0,0.726,-0.398,0.851,-69.087,40.126,-60.029,0.094,-0.050,-0.007,-111.310,-21.399,-44.382,-0.359,0.649,0.057,-1.206,0.700,-1.048,-1.943,-0.373,-0.775
PRB,4372,4.934,7.333,2095.247,220,0,5.084,-0.580,0.537,92.760,79.288,93.187,0.720,-0.059,-0.050,64.170,110.621,27.364,1.062,-0.401,-1.100,1.619,1.384,1.626,1.120,1.931,0.478
PRD,4373,2.895,3.500,974.651,105,0,3.045,0.136,0.431,26.952,44.160,60.178,0.890,0.014,-0.135,8.538,58.287,-0.270,0.995,-0.194,-0.685,0.470,0.771,1.050,0.149,1.017,-0.005
PR,4374,3.157,8.167,1589.003,245,0,3.307,0.063,0.486,-40.484,-11.631,58.711,0.420,-0.001,-0.058,-10.038,-216.011,32.232,-1.864,-0.389,-1.608,-0.707,-0.203,1.025,-0.175,-3.770,0.563
PBA,4375,2.937,7.867,1678.102,236,0,3.087,0.443,0.495,-3.798,-64.168,-2.726,0.403,0.067,-0.076,-58.342,-230.809,-0.865,-1.529,0.031,-2.707,-0.066,-1.120,-0.048,-1.018,-4.028,-0.015
PG,4376,4.372,7.533,1958.831,226,0,4.522,-0.473,0.692,42.455,65.388,63.607,0.614,-0.052,-0.044,121.749,96.960,122.202,0.494,0.012,-0.345,0.741,1.141,1.110,2.125,1.692,2.133
PRA,4377,1.136,7.633,1468.501,229,0,1.286,-0.507,0.859,-47.302,-58.523,62.672,0.165,-0.070,-0.035,-4.995,-184.266,-40.724,-1.950,-0.230,-1.738,-0.826,-1.021,1.094,-0.087,-3.216,-0.711
PRB,4378,3.312,14.467,1657.894,434,0,3.462,-0.495,0.459,-27.970,-56.215,38.790,0.247,-0.026,-0.047,36.192,-200.305,83.902,-1.103,-1.029,-2.876,-0.488,-0.981,0.677,0.632,-3.496,1.464
PRD,4379,3.560,4.200,1144.453,126,0,3.710,0.381,0.156,47.361,68.403,64.052,0.893,0.103,-0.178,37.707,140.687,-8.148,1.075,-0.039,-1.657,0.827,1.194,1.118,0.658,2.455,-0.142
PR,4380,1.703,2.700,599.709,81,0,1.853,0.417,0.917,19.465,20.364,61.217,0.693,0.139,-0.011,39.052,-15.737,-187.822,1.171,0.540,0.359,0.340,0.355,1.068,0.682,-0.275,-3.278
PBA,4381,1.766,5.800,983.449,174,0,1.916,0.246,0.589,-41.009,-33.078,62.166,0.322,0.044,-0.078,118.436,-153.847,14.330,-1.278,-1.242,-2.125,-0.716,-0.577,1.085,2.067,-2.685,0.250
PG,4382,5.226,14.667,2374.549,440,0,5.376,-0.437,0.652,39.787,58.776,60.754,0.377,-0.027,-0.038,-57.782,23.100,-44.572,0.823,0.200,-0.785,0.694,1.026,1.060,-1.008,0.403,-0.778
PRA,4383,0.200,4.267,299.557,128,0,0.350,-0.942,0.773,103.028,-70.865,-71.186,0.062,-0.225,-0.053,144.908,-208.114,-50.274,-1.362,-0.956,-1.105,1.798,-1.237,-1.242,2.529,-3.632,-0.877
PRB,4384,0.334,2.000,-56.038,60,0,0.484,1.133,0.429,-85.838,11.374,33.142,0.155,0.596,-0.321,-191.160,-3.055,1.940,0.024,1.538,-2.738,-1.498,0.199,0.578,-3.336,-0.053,0.034
PRD,4385,0.366,2.133,-30.338,64,0,0.516,1.050,0.471,-87.621,9.469,42.197,0.177,0.487,-0.266,-158.703,63.507,41.453,-0.053,1.462,-2.616,-1.529,0.165,0.736,-2.770,1.108,0.723
PR,4386,4.394,7.433,1731.571,223,0,4.544,0.130,0.689,32.169,61.073,62.924,0.633,0.025,-0.033,26.238,67.799,-9.856,0.907,-0.548,-0.222,0.561,1.066,1.098,0.458,1.183,-0.172
PBA,4387,2.435,5.900,1414.280,177,0,2.585,-0.244,0.828,-33.686,0.330,60.506,0.451,-0.052,-0.013,71.024,-89.711,-9.435,-0.390,-1.610,-0.593,-0.588,0.006,1.056,1.240,-1.566,-0.165
PG,4388,4.930,11.533,2312.681,346,0,5.080,0.573,0.648,42.813,53.693,67.749,0.453,0.054,-0.042,21.895,131.888,-39.802,0.642,0.331,-0.974,0.747,0.937,1.182,0.382,2.302,-0.695
PRA,4389,0.945,4.333,157.262,130,0,1.095,1.044,0.540,-75.516,15.262,46.487,0.227,0.219,-0.120,-139.761,-13.292,-25.043,0.282,1.096,-2.126,-1.318,0.266,0.811,-2.439,-0.232,-0.437
PRB,4390,2.742,4.467,1276.270,134,0,2.892,0.255,0.858,10.102,29.381,61.694,0.669,0.044,-0.017,-14.200,44.503,-45.870,0.900,0.477,-0.553,0.176,0.513,1.077,-0.248,0.777,-0.801
PRD,4391,1.939,2.833,739.838,85,0,2.089,0.170,0.667,26.297,27.761,62.318,0.755,0.046,-0.080,-53.474,69.675,4.278,0.931,0.713,-0.641,0.459,0.485,1.088,-0.933,1.216,0.075
PR,4392,3.222,4.900,1259.402,147,0,3.372,1.402,0.513,-58.599,49.357,-60.610,0.709,0.304,-0.098,-74.924,138.477,48.900,0.732,0.977,-2.141,-1.023,0.861,-1.058,-1.308,2.417,0.853
PBA,4393,3.202,5.267,1183.481,158,0,3.352,1.685,0.495,-46.410,58.874,-26.233,0.656,0.330,-0.086,-176.143,-9.525,-107.948,0.785,1.149,-1.367,-0.810,1.028,-0.458,-3.074,-0.166,-1.884
PG,4394,4.528,6.333,1900.349,190,0,4.678,0.590,0.698,41.924,55.413,60.458,0.752,0.105,-0.059,89.355,94.576,-15.283,0.409,-0.000,-0.517,0.732,0.967,1.055,1.560,1.651,-0.267
PRA,4395,2.098,15.000,2121.864,450,0,2.248,0.264,1.095,4.924,27.157,32.299,0.161,0.009,-0.001,-43.675,61.662,-12.754,0.226,0.179,-0.193,0.086,0.474,0.564,-0.762,1.076,-0.223
PRB,4396,1.124,2.600,415.347,78,0,1.274,0.554,0.823,7.573,30.247,63.341,0.482,0.205,-0.033,-47.512,37.416,-1.538,0.541,0.720,-0.256,0.132,0.528,1.106,-0.829,0.653,-0.027
PRD,4397,4.128,4.933,1548.966,148,0,4.278,1.127,0.293,17.184,36.226,61.771,0.892,0.227,-0.119,14.651,6.956,1.832,1.083,0.435,-0.353,0.300,0.632,1.078,0.256,0.121,0.032
PR,4398,4.207,6.600,1798.747,198,0,4.357,1.136,0.725,25.871,62.262,60.766,0.683,0.161,-0.034,-44.657,8.003,-54.233,-0.157,-0.145,0.186,0.452,1.087,1.061,-0.779,0.140,-0.947
PBA,4399,2.263,4.233,992.093,127,0,2.413,0.534,0.841,10.324,30.439,63.526,0.581,0.129,-0.023,-19.879,24.198,-19.621,0.672,0.495,-0.681,0.180,0.531,1.109,-0.347,0.422,-0.342
PG,4400,3.740,15.000,1936.658,450,0,3.890,-0.688,0.761,11.471,42.164,15.747,0.261,-0.046,-0.018,-0.471,-2.770,-0.129,-0.050,0.003,0.009,0.200,0.736,0.275,-0.008,-0.048,-0.002
PRA,4401,2.366,15.000,2881.315,450,0,2.516,0.104,1.130,-6.005,31.382,21.525,0.170,0.009,0.005,55.004,-45.432,139.375,0.175,-0.028,0.218,-0.105,0.548,0.376,0.960,-0.793,2.433
PRB,4402,2.901,6.333,1398.311,190,0,3.051,1.539,0.460,-37.316,47.955,14.611,0.491,0.253,-0.080,-127.747,22.495,-44.119,0.029,1.517,-1.926,-0.651,0.837,0.255,-2.230,0.393,-0.770
PRD,4403,2.309,2.700,483.171,81,0,2.459,-0.905,0.255,97.233,72.548,80.776,0.933,-0.326,-0.257,321.817,115.955,90.292,1.779,-0.254,-1.612,1.697,1.266,1.410,5.617,2.024,1.576
PR,4404,5.630,10.767,2548.008,323,0,5.780,-0.279,0.573,-35.359,74.151,-60.007,0.551,0.003,-0.032,-28.868,109.086,-14.147,1.132,0.134,-0.837,-0.617,1.294,-1.047,-0.504,1.904,-0.247
PBA,4405,2.681,6.000,1221.009,180,0,2.831,1.060,0.769,17.338,44.955,62.048,0.487,0.178,-0.027,-45.354,48.008,-0.074,0.645,0.578,0.228,0.303,0.785,1.083,-0.792,0.838,-0.001
PG,4406,4.714,10.200,2180.115,306,0,4.864,-0.793,0.682,45.028,69.528,60.034,0.496,-0.080,-0.035,35.878,3.912,-34.146,0.804,-0.556,-0.074,0.786,1.213,1.048,0.626,0.068,-0.596
PRA,4407,2.614,15.000,2813.449,450,0,2.764,0.618,1.179,5.045,23.887,-0.027,0.198,0.039,-0.004,-17.843,86.248,9.986,-0.009,0.294,0.154,0.088,0.417,-0.000,-0.311,1.505,0.174
PRB,4408,5.124,8.200,2262.330,246,0,5.274,0.396,0.809,39.556,59.469,65.227,0.671,0.047,-0.021,62.083,94.278,156.743,0.543,0.425,0.181,0.690,1.038,1.138,1.084,1.645,2.736
PRD,4409,4.686,5.867,1803.638,176,0,4.836,0.482,0.125,28.734,54.839,62.159,0.842,0.080,-0.141,-50.300,89.447,-3.132,0.839,0.113,-0.503,0.501,0.957,1.085,-0.878,1.561,-0.055
PR,4410,4.179,8.967,2243.988,269,0,4.329,-0.152,0.457,21.050,-59.230,-7.553,0.502,-0.012,-0.066,26.978,-234.144,17.414,-1.308,-0.686,-2.613,0.367,-1.034,-0.132,0.471,-4.087,0.304
PBA,4411,1.678,3.500,805.606,105,0,1.828,0.849,0.868,0.163,27.391,64.499,0.525,0.243,-0.011,39.896,35.103,17.167,0.602,0.303,-0.029,0.003,0.478,1.126,0.696,0.613,0.300
PG,4412,5.054,13.067,2597.283,392,0,5.204,-0.202,0.752,39.543,65.828,60.036,0.409,-0.003,-0.030,18.201,13.224,-6.874,0.353,-0.159,-0.087,0.690,1.149,1.048,0.318,0.231,-0.120
PRA,4413,1.005,5.833,977.159,175,0,1.155,-0.388,0.739,71.556,-44.759,-69.260,0.198,-0.073,-0.043,139.594,-178.324,-43.248,-1.216,-1.197,-1.987,1.249,-0.781,-1.209,2.436,-3.112,-0.755
PRB,4414,3.328,8.067,1920.145,242,0,3.478,0.142,0.508,-38.281,-26.905,64.171,0.444,0.011,-0.058,44.349,-166.929,13.544,-1.508,-0.427,-1.910,-0.668,-0.470,1.120,0.774,-2.913,0.236
PRD,4415,3.238,4.000,1081.563,120,0,3.388,0.034,0.452,21.751,33.716,62.564,0.865,-0.001,-0.127,-69.860,-46.014,18.404,0.956,-0.212,-0.240,0.380,0.588,1.092,-1.219,-0.803,0.321
PR,4416,1.783,3.100,644.939,93,0,1.933,0.284,0.836,4.727,28.524,60.240,0.606,0.091,-0.026,46.664,-37.948,-0.997,0.827,0.579,0.556,0.083,0.498,1.051,0.814,-0.662,-0.017
PBA,4417,5.302,13.933,3169.972,418,0,5.452,-0.249,0.463,12.921,-62.555,-7.230,0.408,-0.012,-0.040,10.010,-219.207,-9.936,-1.556,-0.058,-2.534,0.226,-1.092,-0.126,0.175,-3.826,-0.173
PG,4418,4.890,15.000,2703.928,450,0,5.040,0.428,0.760,8.195,39.775,18.178,0.339,0.033,-0.030,-0.748,1.691,0.062,0.028,0.010,-0.007,0.143,0.694,0.317,-0.013,0.030,0.001
PRA,4419,3.162,15.000,2941.627,450,0,3.312,0.251,1.171,6.855,53.754,-11.461,0.241,0.017,0.008,-49.438,-57.691,-8.298,0.492,-0.584,-0.025,0.120,0.938,-0.200,-0.863,-1.007,-0.145
PRB,4420,5.629,11.000,2659.704,330,0,5.779,1.416,0.470,-52.072,63.833,-21.911,0.548,0.135,-0.043,-211.862,126.227,57.319,-0.743,1.858,-1.574,-0.909,1.114,-0.382,-3.698,2.203,1.000
PRD,4421,3.800,4.700,1341.927,141,0,3.950,0.920,0.346,28.152,46.737,60.140,0.861,0.198,-0.130,-35.511,-21.719,-80.741,1.470,0.131,-0.185,0.491,0.816,1.050,-0.620,-0.379,-1.409
PR,4422,3.589,8.067,1886.253,242,0,3.739,0.592,0.463,-45.456,-21.361,44.652,0.473,0.065,-0.059,-22.897,-208.673,0.477,-1.334,-0.051,-1.993,-0.793,-0.373,0.779,-0.400,-3.642,0.008
PBA,4423,1.734,5.833,997.946,175,0,1.884,-0.184,0.602,164.499,-85.329,155.065,0.318,-0.044,-0.063,-119.355,-288.108,-140.814,-0.269,1.699,-2.891,2.871,-1.489,2.706,-2.083,-5.028,-2.458
PG,4424,5.190,15.000,2921.636,450,0,5.340,-0.087,0.697,17.756,63.528,25.364,0.364,-0.001,-0.028,-0.113,0.107,0.526,-0.000,0.007,-0.019,0.310,1.109,0.443,-0.002,0.002,0.009
PRA,4425,0.385,7.767,889.300,233,0,0.535,-0.765,0.802,-42.113,-61.259,62.257,0.060,-0.108,-0.026,95.953,-185.728,-18.160,-1.621,-0.950,-1.816,-0.735,-1.069,1.087,1.675,-3.242,-0.317
PRB,4426,4.867,7.233,1975.912,217,0,5.017,0.262,0.692,48.959,54.264,64.794,0.711,0.033,-0.032,144.752,129.056,67.597,0.667,-0.304,-1.313,0.854,0.947,1.131,2.526,2.252,1.180
PRD,4427,4.186,4.767,1397.292,143,0,4.336,-0.371,0.205,38.195,65.121,60.745,0.941,-0.082,-0.130,63.617,-17.611,-51.637,1.771,-0.314,0.111,0.667,1.137,1.060,1.110,-0.307,-0.901
PR,4428,5.059,10.967,2734.689,329,0,5.209,0.254,0.447,-36.394,-26.461,57.139,0.495,0.018,-0.042,77.143,-195.526,62.144,-1.271,-1.017,-2.124,-0.635,-0.462,0.997,1.346,-3.413,1.085
PBA,4429,2.531,4.100,1112.279,123,0,2.681,0.381,0.766,17.610,46.050,60.545,0.681,0.065,-0.028,-66.954,77.863,-3.486,0.654,0.069,-0.207,0.307,0.804,1.057,-1.169,1.359,-0.061
PG,4430,4.506,15.000,2393.174,450,0,4.656,0.444,0.780,9.187,37.218,8.966,0.319,0.036,-0.014,0.200,-4.874,0.552,-0.077,0.000,0.022,0.160,0.650,0.156,0.003,-0.085,0.010
PRA,4431,2.850,15.000,3050.201,450,0,3.000,-0.804,1.198,15.473,39.701,1.053,0.212,-0.059,0.000,15.970,48.683,10.237,0.068,-0.157,-0.312,0.270,0.693,0.018,0.279,0.850,0.179
PRB,4432,2.068,5.133,1217.024,154,0,2.218,0.386,0.733,-45.492,-16.560,65.526,0.433,0.071,-0.037,59.347,-119.044,72.293,-0.944,-1.220,-1.192,-0.794,-0.289,1.144,1.036,-2.078,1.262
PRD,4433,4.344,5.267,1543.933,158,0,4.494,0.679,0.176,23.016,57.419,62.756,0.882,0.118,-0.136,-101.581,114.471,-7.128,0.718,-0.038,0.136,0.402,1.002,1.095,-1.773,1.998,-0.124
PR,4434,5.401,15.000,3039.492,450,0,5.551,0.844,0.760,9.076,54.027,20.085,0.382,0.057,-0.012,-0.256,-0.923,0.043,-0.011,0.002,0.005,0.158,0.943,0.351,-0.004,-0.016,0.001
PBA,4435,5.111,7.700,2213.059,231,0,5.261,1.612,0.460,-82.709,71.224,-52.048,0.700,0.213,-0.068,-163.391,27.721,-8.601,0.089,2.009,-1.588,-1.444,1.243,-0.908,-2.852,0.484,-0.150
PG,4436,4.324,15.000,2431.918,450,0,4.474,-0.401,0.762,9.680,55.984,15.201,0.307,-0.021,-0.020,-8.039,-33.597,-14.592,0.104,-0.232,0.167,0.169,0.977,0.265,-0.140,-0.586,-0.255
PRA,4437,4.078,15.000,3120.974,450,0,4.228,0.850,1.411,12.885,29.980,14.618,0.301,0.046,0.008,-32.545,-114.430,-101.566,-0.074,0.285,0.054,0.225,0.523,0.255,-0.568,-1.997,-1.773
PRB,4438,6.137,15.000,3318.034,450,0,6.287,0.316,0.781,5.366,47.546,-7.619,0.438,0.024,-0.007,3.439,15.761,1.082,0.109,-0.024,-0.031,0.094,0.830,-0.133,0.060,0.275,0.019
PRD,4439,4.606,5.233,1588.796,157,0,4.756,0.139,0.118,24.169,57.363,62.604,0.941,0.014,-0.149,-64.465,127.161,-0.985,1.103,0.457,-0.299,0.422,1.001,1.093,-1.125,2.219,-0.017
PR,4440,7.034,14.667,3091.426,440,0,7.184,-0.547,0.508,77.802,78.432,71.971,0.505,-0.034,-0.041,15.013,159.700,-11.592,1.195,-0.588,-1.683,1.358,1.369,1.256,0.262,2.787,-0.202
PBA,4441,4.542,7.867,2231.969,236,0,4.692,0.960,0.776,14.914,48.021,60.151,0.626,0.105,-0.011,15.585,-0.090,-10.892,0.399,0.242,-0.039,0.260,0.838,1.050,0.272,-0.002,-0.190
PG,4442,5.776,10.200,2576.473,306,0,5.926,-0.387,0.585,68.109,76.473,75.049,0.597,-0.023,-0.053,37.356,176.848,68.637,0.418,-0.295,-0.652,1.189,1.335,1.310,0.652,3.087,1.198
PRA,4443,3.149,15.000,2785.248,450,0,3.299,0.394,1.227,-5.325,35.988,24.352,0.233,0.023,-0.006,-3.756,-4.348,-9.423,0.034,-0.610,0.211,-0.093,0.628,0.425,-0.066,-0.076,-0.164
PRB,4444,5.251,8.600,2503.090,258,0,5.401,0.647,0.750,21.602,55.481,60.834,0.650,0.066,-0.018,-104.583,154.050,31.174,0.109,0.227,-0.564,0.377,0.968,1.062,-1.825,2.689,0.544
PRD,4445,4.569,5.700,1741.612,171,0,4.719,0.382,0.229,18.671,36.055,60.022,0.858,0.051,-0.125,88.001,-63.537,77.754,0.342,0.855,0.625,0.326,0.629,1.048,1.536,-1.109,1.357
PR,4446,4.046,7.567,1939.223,227,0,4.196,0.445,0.696,35.544,60.764,67.893,0.565,0.070,-0.034,70.593,92.656,75.736,0.462,-0.131,-1.126,0.620,1.061,1.185,1.232,1.617,1.322
PBA,4447,2.606,4.600,1185.333,138,0,2.756,0.093,0.736,14.287,54.321,60.218,0.621,0.003,-0.034,-137.841,129.265,8.189,0.268,0.273,-0.484,0.249,0.948,1.051,-2.406,2.256,0.143
PG,4448,4.997,15.000,2802.524,450,0,5.147,-0.289,0.752,12.746,50.589,19.901,0.358,-0.015,-0.025,10.337,8.930,-1.529,0.120,-0.146,-0.090,0.222,0.883,0.347,0.180,0.156,-0.027
